r,2010,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030,2032,2034,2036,2038,2040,2042,2044,2046,2048,2050
p17085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p29229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p05149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p22027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p22035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p22041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p22061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p22065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p22067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p22073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p22083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p22107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p22111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p22123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p01029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
